SID,outcome,group,time
12102,lonely,situation,time
12102,pain,behavior,no time
12102,pain,behavior,time
12102,pain,full,time
12102,pain,psychological,no time
12102,pain,psychological,time
12102,pain,situation,no time
12102,pain,situation,time
12103,lonely,behavior,no time
12103,lonely,behavior,time
12103,lonely,full,time
12103,lonely,psychological,no time
12103,lonely,psychological,time
12103,lonely,situation,no time
12103,lonely,situation,time
12103,pain,behavior,no time
12103,pain,behavior,time
12103,pain,full,time
12103,pain,psychological,no time
12103,pain,psychological,time
12103,pain,situation,no time
12103,pain,situation,time
12104,lonely,behavior,no time
12104,lonely,behavior,time
12104,lonely,full,time
12104,lonely,psychological,no time
12104,lonely,psychological,time
12104,lonely,situation,no time
12104,lonely,situation,time
12105,lonely,behavior,no time
12105,lonely,behavior,time
12105,lonely,full,time
12105,lonely,psychological,no time
12105,lonely,psychological,time
12105,lonely,situation,no time
12105,lonely,situation,time
12105,pain,behavior,no time
12105,pain,behavior,time
12105,pain,full,time
12105,pain,psychological,no time
12105,pain,psychological,time
12105,pain,situation,no time
12105,pain,situation,time
12106,lonely,behavior,no time
12106,lonely,behavior,time
12106,lonely,full,time
12106,lonely,psychological,no time
12106,lonely,psychological,time
12106,lonely,situation,no time
12106,lonely,situation,time
12106,pain,behavior,no time
12106,pain,behavior,time
12106,pain,full,time
12106,pain,psychological,no time
12106,pain,psychological,time
12106,pain,situation,no time
12106,pain,situation,time
12107,lonely,behavior,no time
12107,lonely,behavior,time
12107,lonely,full,time
12107,lonely,psychological,no time
12107,lonely,psychological,time
12107,lonely,situation,no time
12107,lonely,situation,time
12107,pain,behavior,no time
12107,pain,behavior,time
12107,pain,full,time
12107,pain,psychological,no time
12107,pain,psychological,time
12107,pain,situation,no time
12107,pain,situation,time
12108,lonely,behavior,no time
12108,lonely,behavior,time
12108,lonely,full,time
12108,lonely,psychological,no time
12108,lonely,psychological,time
12108,lonely,situation,no time
12108,lonely,situation,time
12108,pain,behavior,no time
12108,pain,behavior,time
12108,pain,full,time
12108,pain,psychological,no time
12108,pain,psychological,time
12108,pain,situation,no time
12108,pain,situation,time
12111,lonely,behavior,no time
12111,lonely,behavior,time
12111,lonely,full,time
12111,lonely,psychological,no time
12111,lonely,psychological,time
12111,lonely,situation,no time
12111,lonely,situation,time
12111,pain,behavior,no time
12111,pain,behavior,time
12111,pain,full,time
12111,pain,psychological,no time
12111,pain,psychological,time
12111,pain,situation,no time
12111,pain,situation,time
12114,lonely,behavior,no time
12114,lonely,behavior,time
12114,lonely,full,time
12114,lonely,psychological,no time
12114,lonely,psychological,time
12114,lonely,situation,no time
12114,lonely,situation,time
12114,pain,behavior,no time
12114,pain,behavior,time
12114,pain,full,time
12114,pain,psychological,no time
12114,pain,psychological,time
12114,pain,situation,no time
12114,pain,situation,time
12115,lonely,behavior,no time
12115,lonely,behavior,time
12115,lonely,full,time
12115,lonely,psychological,no time
12115,lonely,psychological,time
12115,lonely,situation,no time
12115,lonely,situation,time
12115,pain,behavior,no time
12115,pain,behavior,time
12115,pain,full,time
12115,pain,psychological,no time
12115,pain,psychological,time
12115,pain,situation,no time
12115,pain,situation,time
12116,lonely,behavior,no time
12116,lonely,behavior,time
12116,lonely,full,time
12116,lonely,psychological,no time
12116,lonely,psychological,time
12116,lonely,situation,no time
12116,lonely,situation,time
12116,pain,behavior,no time
12116,pain,behavior,time
12116,pain,full,time
12116,pain,psychological,no time
12116,pain,psychological,time
12116,pain,situation,no time
12116,pain,situation,time
12119,lonely,behavior,no time
12119,lonely,behavior,time
12119,lonely,full,time
12119,lonely,psychological,no time
12119,lonely,psychological,time
12119,lonely,situation,no time
12119,lonely,situation,time
12119,pain,behavior,no time
12119,pain,behavior,time
12119,pain,full,time
12119,pain,psychological,no time
12119,pain,psychological,time
12119,pain,situation,no time
12119,pain,situation,time
12120,lonely,behavior,no time
12120,lonely,behavior,time
12120,lonely,full,time
12120,lonely,psychological,no time
12120,lonely,psychological,time
12120,lonely,situation,no time
12120,lonely,situation,time
12120,pain,behavior,no time
12120,pain,behavior,time
12120,pain,full,time
12120,pain,psychological,no time
12120,pain,psychological,time
12120,pain,situation,no time
12120,pain,situation,time
12121,lonely,behavior,no time
12121,lonely,behavior,time
12121,lonely,full,time
12121,lonely,psychological,no time
12121,lonely,psychological,time
12121,lonely,situation,no time
12121,lonely,situation,time
12121,pain,behavior,no time
12121,pain,behavior,time
12121,pain,full,time
12121,pain,psychological,no time
12121,pain,psychological,time
12121,pain,situation,no time
12121,pain,situation,time
12122,lonely,behavior,no time
12122,lonely,behavior,time
12122,lonely,full,time
12122,lonely,psychological,no time
12122,lonely,psychological,time
12122,lonely,situation,no time
12122,lonely,situation,time
12122,pain,behavior,no time
12122,pain,behavior,time
12122,pain,full,time
12122,pain,psychological,no time
12122,pain,psychological,time
12122,pain,situation,no time
12122,pain,situation,time
12123,lonely,behavior,no time
12123,lonely,behavior,time
12123,lonely,full,time
12123,lonely,psychological,no time
12123,lonely,psychological,time
12123,lonely,situation,no time
12123,lonely,situation,time
12123,pain,behavior,no time
12123,pain,behavior,time
12123,pain,full,time
12123,pain,psychological,no time
12123,pain,psychological,time
12123,pain,situation,no time
12123,pain,situation,time
12125,lonely,behavior,no time
12125,lonely,behavior,time
12125,lonely,full,time
12125,lonely,psychological,no time
12125,lonely,psychological,time
12125,lonely,situation,no time
12125,lonely,situation,time
12125,pain,behavior,no time
12125,pain,behavior,time
12125,pain,full,time
12125,pain,psychological,no time
12125,pain,psychological,time
12125,pain,situation,no time
12125,pain,situation,time
12126,lonely,behavior,no time
12126,lonely,behavior,time
12126,lonely,full,time
12126,lonely,psychological,no time
12126,lonely,psychological,time
12126,lonely,situation,no time
12126,lonely,situation,time
12126,pain,behavior,no time
12126,pain,behavior,time
12126,pain,full,time
12126,pain,psychological,no time
12126,pain,psychological,time
12126,pain,situation,no time
12126,pain,situation,time
12128,lonely,behavior,no time
12128,lonely,behavior,time
12128,lonely,full,time
12128,lonely,psychological,no time
12128,lonely,psychological,time
12128,lonely,situation,no time
12128,lonely,situation,time
12128,pain,behavior,no time
12128,pain,behavior,time
12128,pain,full,time
12128,pain,psychological,no time
12128,pain,psychological,time
12128,pain,situation,no time
12128,pain,situation,time
12129,lonely,behavior,no time
12129,lonely,behavior,time
12129,lonely,full,time
12129,lonely,psychological,no time
12129,lonely,psychological,time
12129,lonely,situation,no time
12129,lonely,situation,time
12129,pain,behavior,no time
12129,pain,behavior,time
12129,pain,full,time
12129,pain,psychological,no time
12129,pain,psychological,time
12129,pain,situation,no time
12129,pain,situation,time
12130,lonely,behavior,no time
12130,lonely,behavior,time
12130,lonely,full,time
12130,lonely,psychological,no time
12130,lonely,psychological,time
12130,lonely,situation,no time
12130,lonely,situation,time
12130,pain,behavior,no time
12130,pain,behavior,time
12130,pain,full,time
12130,pain,psychological,no time
12130,pain,psychological,time
12130,pain,situation,no time
12130,pain,situation,time
12131,lonely,behavior,no time
12131,lonely,behavior,time
12131,lonely,full,time
12131,lonely,psychological,no time
12131,lonely,psychological,time
12131,lonely,situation,no time
12131,lonely,situation,time
12131,pain,behavior,no time
12131,pain,behavior,time
12131,pain,full,time
12131,pain,psychological,no time
12131,pain,psychological,time
12131,pain,situation,no time
12131,pain,situation,time
12135,lonely,behavior,no time
12135,lonely,behavior,time
12135,lonely,full,time
12135,lonely,psychological,no time
12135,lonely,psychological,time
12135,lonely,situation,no time
12135,lonely,situation,time
12135,pain,behavior,no time
12135,pain,behavior,time
12135,pain,full,time
12135,pain,psychological,no time
12135,pain,psychological,time
12135,pain,situation,no time
12135,pain,situation,time
12136,lonely,behavior,no time
12136,lonely,behavior,time
12136,lonely,full,time
12136,lonely,psychological,no time
12136,lonely,psychological,time
12136,lonely,situation,no time
12136,lonely,situation,time
12136,pain,behavior,no time
12136,pain,behavior,time
12136,pain,full,time
12136,pain,psychological,no time
12136,pain,psychological,time
12136,pain,situation,no time
12136,pain,situation,time
12137,lonely,behavior,no time
12137,lonely,behavior,time
12137,lonely,full,time
12137,lonely,psychological,no time
12137,lonely,psychological,time
12137,lonely,situation,no time
12137,lonely,situation,time
12137,pain,behavior,no time
12137,pain,behavior,time
12137,pain,full,time
12137,pain,psychological,no time
12137,pain,psychological,time
12137,pain,situation,no time
12137,pain,situation,time
12139,lonely,behavior,no time
12139,lonely,behavior,time
12139,lonely,full,time
12139,lonely,psychological,no time
12139,lonely,psychological,time
12139,lonely,situation,no time
12139,lonely,situation,time
12139,pain,behavior,no time
12139,pain,behavior,time
12139,pain,full,time
12139,pain,psychological,no time
12139,pain,psychological,time
12139,pain,situation,no time
12139,pain,situation,time
12140,lonely,behavior,no time
12140,lonely,behavior,time
12140,lonely,full,time
12140,lonely,psychological,no time
12140,lonely,psychological,time
12140,lonely,situation,no time
12140,lonely,situation,time
12140,pain,behavior,no time
12140,pain,behavior,time
12140,pain,full,time
12140,pain,psychological,no time
12140,pain,psychological,time
12140,pain,situation,no time
12140,pain,situation,time
12141,lonely,behavior,no time
12141,lonely,behavior,time
12141,lonely,full,time
12141,lonely,psychological,no time
12141,lonely,psychological,time
12141,lonely,situation,no time
12141,lonely,situation,time
12141,pain,behavior,no time
12141,pain,behavior,time
12141,pain,full,time
12141,pain,psychological,no time
12141,pain,psychological,time
12141,pain,situation,no time
12141,pain,situation,time
12142,lonely,behavior,no time
12142,lonely,behavior,time
12142,lonely,full,time
12142,lonely,psychological,no time
12142,lonely,psychological,time
12142,lonely,situation,no time
12142,lonely,situation,time
12142,pain,behavior,no time
12142,pain,behavior,time
12142,pain,full,time
12142,pain,psychological,no time
12142,pain,psychological,time
12142,pain,situation,no time
12142,pain,situation,time
12145,lonely,behavior,no time
12145,lonely,behavior,time
12145,lonely,full,time
12145,lonely,psychological,no time
12145,lonely,psychological,time
12145,lonely,situation,no time
12145,lonely,situation,time
12145,pain,behavior,no time
12145,pain,behavior,time
12145,pain,full,time
12145,pain,psychological,no time
12145,pain,psychological,time
12145,pain,situation,no time
12145,pain,situation,time
12147,lonely,behavior,no time
12147,lonely,behavior,time
12147,lonely,full,time
12147,lonely,psychological,no time
12147,lonely,psychological,time
12147,lonely,situation,no time
12147,lonely,situation,time
12147,pain,behavior,no time
12147,pain,behavior,time
12147,pain,full,time
12147,pain,psychological,no time
12147,pain,psychological,time
12147,pain,situation,no time
12147,pain,situation,time
12148,lonely,behavior,no time
12148,lonely,behavior,time
12148,lonely,full,time
12148,lonely,psychological,no time
12148,lonely,psychological,time
12148,lonely,situation,no time
12148,lonely,situation,time
12148,pain,behavior,no time
12148,pain,behavior,time
12148,pain,full,time
12148,pain,psychological,no time
12148,pain,psychological,time
12148,pain,situation,no time
12148,pain,situation,time
12149,lonely,behavior,no time
12149,lonely,behavior,time
12149,lonely,full,time
12149,lonely,psychological,no time
12149,lonely,psychological,time
12149,lonely,situation,no time
12149,lonely,situation,time
12149,pain,behavior,no time
12149,pain,behavior,time
12149,pain,full,time
12149,pain,psychological,no time
12149,pain,psychological,time
12149,pain,situation,no time
12149,pain,situation,time
12150,lonely,behavior,no time
12150,lonely,behavior,time
12150,lonely,full,time
12150,lonely,psychological,no time
12150,lonely,psychological,time
12150,lonely,situation,no time
12150,lonely,situation,time
12150,pain,behavior,no time
12150,pain,behavior,time
12150,pain,full,time
12150,pain,psychological,no time
12150,pain,psychological,time
12150,pain,situation,no time
12150,pain,situation,time
12151,lonely,behavior,no time
12151,lonely,behavior,time
12151,lonely,full,time
12151,lonely,psychological,no time
12151,lonely,psychological,time
12151,lonely,situation,no time
12151,lonely,situation,time
12151,pain,behavior,no time
12151,pain,behavior,time
12151,pain,full,time
12151,pain,psychological,no time
12151,pain,psychological,time
12151,pain,situation,no time
12151,pain,situation,time
12152,lonely,behavior,no time
12152,lonely,behavior,time
12152,lonely,full,time
12152,lonely,psychological,no time
12152,lonely,psychological,time
12152,lonely,situation,no time
12152,lonely,situation,time
12152,pain,behavior,no time
12152,pain,behavior,time
12152,pain,full,time
12152,pain,psychological,no time
12152,pain,psychological,time
12152,pain,situation,no time
12152,pain,situation,time
12153,lonely,behavior,no time
12153,lonely,behavior,time
12153,lonely,full,time
12153,lonely,psychological,no time
12153,lonely,psychological,time
12153,lonely,situation,no time
12153,lonely,situation,time
12153,pain,behavior,no time
12153,pain,behavior,time
12153,pain,full,time
12153,pain,psychological,no time
12153,pain,psychological,time
12153,pain,situation,no time
12153,pain,situation,time
12154,lonely,behavior,no time
12154,lonely,behavior,time
12154,lonely,full,time
12154,lonely,psychological,no time
12154,lonely,psychological,time
12154,lonely,situation,no time
12154,lonely,situation,time
12154,pain,behavior,no time
12154,pain,behavior,time
12154,pain,full,time
12154,pain,psychological,no time
12154,pain,psychological,time
12154,pain,situation,no time
12154,pain,situation,time
12156,lonely,behavior,no time
12156,lonely,behavior,time
12156,lonely,full,time
12156,lonely,psychological,no time
12156,lonely,psychological,time
12156,lonely,situation,no time
12156,lonely,situation,time
12156,pain,behavior,no time
12156,pain,behavior,time
12156,pain,full,time
12156,pain,psychological,no time
12156,pain,psychological,time
12156,pain,situation,no time
12156,pain,situation,time
12157,lonely,behavior,no time
12157,lonely,behavior,time
12157,lonely,full,time
12157,lonely,psychological,no time
12157,lonely,psychological,time
12157,lonely,situation,no time
12157,lonely,situation,time
12157,pain,behavior,no time
12157,pain,behavior,time
12157,pain,full,time
12157,pain,psychological,no time
12157,pain,psychological,time
12157,pain,situation,no time
12157,pain,situation,time
12158,lonely,behavior,no time
12158,lonely,behavior,time
12158,lonely,full,time
12158,lonely,psychological,no time
12158,lonely,psychological,time
12158,lonely,situation,no time
12158,lonely,situation,time
12158,pain,behavior,no time
12158,pain,behavior,time
12158,pain,full,time
12158,pain,psychological,no time
12158,pain,psychological,time
12158,pain,situation,no time
12158,pain,situation,time
12159,lonely,behavior,no time
12159,lonely,behavior,time
12159,lonely,full,time
12159,lonely,psychological,no time
12159,lonely,psychological,time
12159,lonely,situation,no time
12159,lonely,situation,time
12159,pain,behavior,no time
12159,pain,behavior,time
12159,pain,full,time
12159,pain,psychological,no time
12159,pain,psychological,time
12159,pain,situation,no time
12159,pain,situation,time
12160,lonely,behavior,no time
12160,lonely,behavior,time
12160,lonely,full,time
12160,lonely,psychological,no time
12160,lonely,psychological,time
12160,lonely,situation,no time
12160,lonely,situation,time
12160,pain,behavior,no time
12160,pain,behavior,time
12160,pain,full,time
12160,pain,psychological,no time
12160,pain,psychological,time
12160,pain,situation,no time
12160,pain,situation,time
12162,lonely,behavior,no time
12162,lonely,behavior,time
12162,lonely,full,time
12162,lonely,psychological,no time
12162,lonely,psychological,time
12162,lonely,situation,no time
12162,lonely,situation,time
12162,pain,behavior,no time
12162,pain,behavior,time
12162,pain,full,time
12162,pain,psychological,no time
12162,pain,psychological,time
12162,pain,situation,no time
12162,pain,situation,time
12163,lonely,behavior,no time
12163,lonely,behavior,time
12163,lonely,full,time
12163,lonely,psychological,no time
12163,lonely,psychological,time
12163,lonely,situation,no time
12163,lonely,situation,time
12163,pain,behavior,no time
12163,pain,behavior,time
12163,pain,full,time
12163,pain,psychological,no time
12163,pain,psychological,time
12163,pain,situation,no time
12163,pain,situation,time
12164,lonely,behavior,no time
12164,lonely,behavior,time
12164,lonely,full,time
12164,lonely,psychological,no time
12164,lonely,psychological,time
12164,lonely,situation,no time
12164,lonely,situation,time
12164,pain,behavior,no time
12164,pain,behavior,time
12164,pain,full,time
12164,pain,psychological,no time
12164,pain,psychological,time
12164,pain,situation,no time
12164,pain,situation,time
12166,lonely,behavior,no time
12166,lonely,behavior,time
12166,lonely,full,time
12166,lonely,psychological,no time
12166,lonely,psychological,time
12166,lonely,situation,no time
12166,lonely,situation,time
12166,pain,behavior,no time
12166,pain,behavior,time
12166,pain,full,time
12166,pain,psychological,no time
12166,pain,psychological,time
12166,pain,situation,no time
12166,pain,situation,time
12167,lonely,behavior,no time
12167,lonely,behavior,time
12167,lonely,full,time
12167,lonely,psychological,no time
12167,lonely,psychological,time
12167,lonely,situation,no time
12167,lonely,situation,time
12167,pain,behavior,no time
12167,pain,behavior,time
12167,pain,full,time
12167,pain,psychological,no time
12167,pain,psychological,time
12167,pain,situation,no time
12167,pain,situation,time
12169,lonely,behavior,no time
12169,lonely,behavior,time
12169,lonely,full,time
12169,lonely,psychological,no time
12169,lonely,psychological,time
12169,lonely,situation,no time
12169,lonely,situation,time
12169,pain,behavior,no time
12169,pain,behavior,time
12169,pain,full,time
12169,pain,psychological,no time
12169,pain,psychological,time
12169,pain,situation,no time
12169,pain,situation,time
12171,lonely,behavior,no time
12171,lonely,behavior,time
12171,lonely,full,time
12171,lonely,psychological,no time
12171,lonely,psychological,time
12171,lonely,situation,no time
12171,lonely,situation,time
12171,pain,behavior,no time
12171,pain,behavior,time
12171,pain,full,time
12171,pain,psychological,no time
12171,pain,psychological,time
12171,pain,situation,no time
12171,pain,situation,time
12172,lonely,behavior,no time
12172,lonely,behavior,time
12172,lonely,full,time
12172,lonely,psychological,no time
12172,lonely,psychological,time
12172,lonely,situation,no time
12172,lonely,situation,time
12172,pain,behavior,no time
12172,pain,behavior,time
12172,pain,full,time
12172,pain,psychological,no time
12172,pain,psychological,time
12172,pain,situation,no time
12172,pain,situation,time
12173,lonely,behavior,no time
12173,lonely,behavior,time
12173,lonely,full,time
12173,lonely,psychological,no time
12173,lonely,psychological,time
12173,lonely,situation,no time
12173,lonely,situation,time
12173,pain,behavior,no time
12173,pain,behavior,time
12173,pain,full,time
12173,pain,psychological,no time
12173,pain,psychological,time
12173,pain,situation,no time
12173,pain,situation,time
12174,lonely,behavior,no time
12174,lonely,behavior,time
12174,lonely,full,time
12174,lonely,psychological,no time
12174,lonely,psychological,time
12174,lonely,situation,no time
12174,lonely,situation,time
12174,pain,behavior,no time
12174,pain,behavior,time
12174,pain,full,time
12174,pain,psychological,no time
12174,pain,psychological,time
12174,pain,situation,no time
12174,pain,situation,time
12176,lonely,behavior,no time
12176,lonely,behavior,time
12176,lonely,full,time
12176,lonely,psychological,no time
12176,lonely,psychological,time
12176,lonely,situation,no time
12176,lonely,situation,time
12176,pain,behavior,no time
12176,pain,behavior,time
12176,pain,full,time
12176,pain,psychological,no time
12176,pain,psychological,time
12176,pain,situation,no time
12176,pain,situation,time
12177,lonely,behavior,no time
12177,lonely,behavior,time
12177,lonely,full,time
12177,lonely,psychological,no time
12177,lonely,psychological,time
12177,lonely,situation,no time
12177,lonely,situation,time
12177,pain,behavior,no time
12177,pain,behavior,time
12177,pain,full,time
12177,pain,psychological,no time
12177,pain,psychological,time
12177,pain,situation,no time
12177,pain,situation,time
12178,lonely,behavior,no time
12178,lonely,behavior,time
12178,lonely,full,time
12178,lonely,psychological,no time
12178,lonely,psychological,time
12178,lonely,situation,no time
12178,lonely,situation,time
12178,pain,behavior,no time
12178,pain,behavior,time
12178,pain,full,time
12178,pain,psychological,no time
12178,pain,psychological,time
12178,pain,situation,no time
12178,pain,situation,time
12179,lonely,behavior,no time
12179,lonely,behavior,time
12179,lonely,full,time
12179,lonely,psychological,no time
12179,lonely,psychological,time
12179,lonely,situation,no time
12179,lonely,situation,time
12179,pain,behavior,no time
12179,pain,behavior,time
12179,pain,full,time
12179,pain,psychological,no time
12179,pain,psychological,time
12179,pain,situation,no time
12179,pain,situation,time
12180,lonely,behavior,no time
12180,lonely,behavior,time
12180,lonely,full,time
12180,lonely,psychological,no time
12180,lonely,psychological,time
12180,lonely,situation,no time
12180,lonely,situation,time
12180,pain,behavior,no time
12180,pain,behavior,time
12180,pain,full,time
12180,pain,psychological,no time
12180,pain,psychological,time
12180,pain,situation,no time
12180,pain,situation,time
12181,lonely,behavior,no time
12181,lonely,behavior,time
12181,lonely,full,time
12181,lonely,psychological,no time
12181,lonely,psychological,time
12181,lonely,situation,no time
12181,lonely,situation,time
12181,pain,behavior,no time
12181,pain,behavior,time
12181,pain,full,time
12181,pain,psychological,no time
12181,pain,psychological,time
12181,pain,situation,no time
12181,pain,situation,time
12182,lonely,behavior,no time
12182,lonely,behavior,time
12182,lonely,full,time
12182,lonely,psychological,no time
12182,lonely,psychological,time
12182,lonely,situation,no time
12182,lonely,situation,time
12182,pain,behavior,no time
12182,pain,behavior,time
12182,pain,full,time
12182,pain,psychological,no time
12182,pain,psychological,time
12182,pain,situation,no time
12182,pain,situation,time
12183,lonely,behavior,no time
12183,lonely,behavior,time
12183,lonely,full,time
12183,lonely,psychological,no time
12183,lonely,psychological,time
12183,lonely,situation,no time
12183,lonely,situation,time
12183,pain,behavior,no time
12183,pain,behavior,time
12183,pain,full,time
12183,pain,psychological,no time
12183,pain,psychological,time
12183,pain,situation,no time
12183,pain,situation,time
12184,lonely,behavior,no time
12184,lonely,behavior,time
12184,lonely,full,time
12184,lonely,psychological,no time
12184,lonely,psychological,time
12184,lonely,situation,no time
12184,lonely,situation,time
12184,pain,behavior,no time
12184,pain,behavior,time
12184,pain,full,time
12184,pain,psychological,no time
12184,pain,psychological,time
12184,pain,situation,no time
12184,pain,situation,time
12185,lonely,behavior,no time
12185,lonely,behavior,time
12185,lonely,full,time
12185,lonely,psychological,no time
12185,lonely,psychological,time
12185,lonely,situation,no time
12185,lonely,situation,time
12185,pain,behavior,no time
12185,pain,behavior,time
12185,pain,full,time
12185,pain,psychological,no time
12185,pain,psychological,time
12185,pain,situation,no time
12185,pain,situation,time
12186,lonely,behavior,no time
12186,lonely,behavior,time
12186,lonely,full,time
12186,lonely,psychological,no time
12186,lonely,psychological,time
12186,lonely,situation,no time
12186,lonely,situation,time
12186,pain,behavior,no time
12186,pain,behavior,time
12186,pain,full,time
12186,pain,psychological,no time
12186,pain,psychological,time
12186,pain,situation,no time
12186,pain,situation,time
12187,lonely,behavior,no time
12187,lonely,behavior,time
12187,lonely,full,time
12187,lonely,psychological,no time
12187,lonely,psychological,time
12187,lonely,situation,no time
12187,lonely,situation,time
12187,pain,behavior,no time
12187,pain,behavior,time
12187,pain,full,time
12187,pain,psychological,no time
12187,pain,psychological,time
12187,pain,situation,no time
12187,pain,situation,time
12188,lonely,behavior,no time
12188,lonely,behavior,time
12188,lonely,full,time
12188,lonely,psychological,no time
12188,lonely,psychological,time
12188,lonely,situation,no time
12188,lonely,situation,time
12188,pain,behavior,no time
12188,pain,behavior,time
12188,pain,full,time
12188,pain,psychological,no time
12188,pain,psychological,time
12188,pain,situation,no time
12188,pain,situation,time
12189,lonely,behavior,no time
12189,lonely,behavior,time
12189,lonely,full,time
12189,lonely,psychological,no time
12189,lonely,psychological,time
12189,lonely,situation,no time
12189,lonely,situation,time
12189,pain,behavior,no time
12189,pain,behavior,time
12189,pain,full,time
12189,pain,psychological,no time
12189,pain,psychological,time
12189,pain,situation,no time
12189,pain,situation,time
12192,lonely,behavior,no time
12192,lonely,behavior,time
12192,lonely,full,time
12192,lonely,psychological,no time
12192,lonely,psychological,time
12192,lonely,situation,no time
12192,lonely,situation,time
12192,pain,behavior,no time
12192,pain,behavior,time
12192,pain,full,time
12192,pain,psychological,no time
12192,pain,psychological,time
12192,pain,situation,no time
12192,pain,situation,time
12193,lonely,behavior,no time
12193,lonely,behavior,time
12193,lonely,full,time
12193,lonely,psychological,no time
12193,lonely,psychological,time
12193,lonely,situation,no time
12193,lonely,situation,time
12193,pain,behavior,no time
12193,pain,behavior,time
12193,pain,full,time
12193,pain,psychological,no time
12193,pain,psychological,time
12193,pain,situation,no time
12193,pain,situation,time
12194,lonely,behavior,no time
12194,lonely,behavior,time
12194,lonely,full,time
12194,lonely,psychological,no time
12194,lonely,psychological,time
12194,lonely,situation,no time
12194,lonely,situation,time
12194,pain,behavior,no time
12194,pain,behavior,time
12194,pain,full,time
12194,pain,psychological,no time
12194,pain,psychological,time
12194,pain,situation,no time
12194,pain,situation,time
12195,lonely,behavior,no time
12195,lonely,behavior,time
12195,lonely,full,time
12195,lonely,psychological,no time
12195,lonely,psychological,time
12195,lonely,situation,no time
12195,lonely,situation,time
12195,pain,behavior,no time
12195,pain,behavior,time
12195,pain,full,time
12195,pain,psychological,no time
12195,pain,psychological,time
12195,pain,situation,no time
12195,pain,situation,time
12196,lonely,behavior,no time
12196,lonely,behavior,time
12196,lonely,full,time
12196,lonely,psychological,no time
12196,lonely,psychological,time
12196,lonely,situation,no time
12196,lonely,situation,time
12196,pain,behavior,no time
12196,pain,behavior,time
12196,pain,full,time
12196,pain,psychological,no time
12196,pain,psychological,time
12196,pain,situation,no time
12196,pain,situation,time
12197,lonely,behavior,no time
12197,lonely,behavior,time
12197,lonely,full,time
12197,lonely,psychological,no time
12197,lonely,psychological,time
12197,lonely,situation,no time
12197,lonely,situation,time
12197,pain,behavior,no time
12197,pain,behavior,time
12197,pain,full,time
12197,pain,psychological,no time
12197,pain,psychological,time
12197,pain,situation,no time
12197,pain,situation,time
12198,pain,behavior,no time
12198,pain,behavior,time
12198,pain,full,time
12198,pain,psychological,no time
12198,pain,psychological,time
12198,pain,situation,no time
12198,pain,situation,time
12200,lonely,behavior,no time
12200,lonely,behavior,time
12200,lonely,full,time
12200,lonely,psychological,no time
12200,lonely,psychological,time
12200,lonely,situation,no time
12200,lonely,situation,time
12200,pain,behavior,no time
12200,pain,behavior,time
12200,pain,full,time
12200,pain,psychological,no time
12200,pain,psychological,time
12200,pain,situation,no time
12200,pain,situation,time
12201,lonely,behavior,no time
12201,lonely,behavior,time
12201,lonely,full,time
12201,lonely,psychological,no time
12201,lonely,psychological,time
12201,lonely,situation,no time
12201,lonely,situation,time
12201,pain,behavior,no time
12201,pain,behavior,time
12201,pain,full,time
12201,pain,psychological,no time
12201,pain,psychological,time
12201,pain,situation,no time
12201,pain,situation,time
12202,lonely,behavior,no time
12202,lonely,behavior,time
12202,lonely,full,time
12202,lonely,psychological,no time
12202,lonely,psychological,time
12202,lonely,situation,no time
12202,lonely,situation,time
12202,pain,behavior,no time
12202,pain,behavior,time
12202,pain,full,time
12202,pain,psychological,no time
12202,pain,psychological,time
12202,pain,situation,no time
12202,pain,situation,time
12203,lonely,behavior,no time
12203,lonely,behavior,time
12203,lonely,full,time
12203,lonely,psychological,no time
12203,lonely,psychological,time
12203,lonely,situation,no time
12203,lonely,situation,time
12203,pain,behavior,no time
12203,pain,behavior,time
12203,pain,full,time
12203,pain,psychological,no time
12203,pain,psychological,time
12203,pain,situation,no time
12203,pain,situation,time
12208,lonely,behavior,no time
12208,lonely,behavior,time
12208,lonely,full,time
12208,lonely,psychological,no time
12208,lonely,psychological,time
12208,lonely,situation,no time
12208,lonely,situation,time
12208,pain,behavior,no time
12208,pain,behavior,time
12208,pain,full,time
12208,pain,psychological,no time
12208,pain,psychological,time
12208,pain,situation,no time
12208,pain,situation,time
12210,lonely,behavior,no time
12210,lonely,behavior,time
12210,lonely,full,time
12210,lonely,psychological,no time
12210,lonely,psychological,time
12210,lonely,situation,no time
12210,lonely,situation,time
12210,pain,behavior,no time
12210,pain,behavior,time
12210,pain,full,time
12210,pain,psychological,no time
12210,pain,psychological,time
12210,pain,situation,no time
12210,pain,situation,time
12211,lonely,behavior,no time
12211,lonely,behavior,time
12211,lonely,full,time
12211,lonely,psychological,no time
12211,lonely,psychological,time
12211,lonely,situation,no time
12211,lonely,situation,time
12211,pain,behavior,no time
12211,pain,behavior,time
12211,pain,full,time
12211,pain,psychological,no time
12211,pain,psychological,time
12211,pain,situation,no time
12211,pain,situation,time
12213,lonely,behavior,no time
12213,lonely,behavior,time
12213,lonely,full,time
12213,lonely,psychological,no time
12213,lonely,psychological,time
12213,lonely,situation,no time
12213,lonely,situation,time
12213,pain,behavior,no time
12213,pain,behavior,time
12213,pain,full,time
12213,pain,psychological,no time
12213,pain,psychological,time
12213,pain,situation,no time
12213,pain,situation,time
12214,lonely,behavior,no time
12214,lonely,behavior,time
12214,lonely,full,time
12214,lonely,psychological,no time
